DIDELE 	 d'""id'el'e:
GREIT 	 gr'^eit
NĖŠČE 	 n'E:S'tS'""e
TĄPO 	 t^a:po:
TOLIN 	 to:l'^i.n.
ŠUNĖKUS 	 Sun'E:k""us
PAVIJO 	 pav'""ijo:
TETOS 	 t'et^o:s
BRUKNĖ 	 br""ukn'E:
PRAŽYDO 	 praZ'""i:do:
TURBŪT 	 tu.r.b""u:t
LUKŠTAI 	 lukSt^ai
PAGELTO 	 pag'e.^l.to:
BULVES 	 b""u.l.'v'es
NULUPAI 	 nulup^ai
PRASTAI 	 prast^ai
TETOS 	 t'et^o:s
REIKALU 	 r'^eikalu
SUSIRŪPINAU 	 sus'ir""u:p'inau
MAMA 	 mam""a
KURPELES 	 ku.r.'p'el'""es
ATNEŠĖ 	 ""at'n'eS'E:
ŽVĖRELIO 	 Z'v'E:r'^e:l'io:
GURBELIS 	 gu.r.'b'^e:l'is
LIKO 	 l'""iko:
OBELIS 	 o:b'el'""is
ŪGLIUS 	 u:gl'""ius
IŠLEIDO 	 iS'l'""eido:
PILNU 	 p'""i.l.nu
GŪŽIU 	 gu:Z'""iu
PUIKUOJASI 	 puik""uojas'i
RENGĖSI 	 r'e.^N.'g'E:s'i
PŪSTU 	 pu:st""u
SIJONU 	 s'ijo:n""u
MAMA 	 mam""a
GRYBŪ 	 gr'^i:bu:
PRIVIRĖ 	 p'r'""iv'ir'E:
BŪTA 	 b""u:ta
BEGALĖ 	 b'^e:gal'E:
TRIŪSO 	 t'r'^iu:so:
REIKE 	 r'^eik'e
STABDYTI 	 stab'd'""i:t'i
DARBUS 	 d""a.r.bus
PASISTATYS 	 pas'istat'^i:s
ERDVŪ 	 e.^r.dvu:
TVARTĄ 	 tv""a.r.ta:
MŪSŪ 	 m""u:su:
KERŠTAS 	 k'e.^r.Stas
AMŽINAS 	 ""a.m.'Z'inas
LĖTAI 	 l'E:t^ai
BERDAVO 	 b'e.^r.davo:
KRUOPAS 	 kr""uopas
VAIKUS 	 vaik""us
UITI 	 ""uit'i
PRADĖJO 	 prad'""E:jo:
VAIKAI 	 vaik^ai
ZUIDAVO 	 z""uidavo:
PO 	 p^o:
KIEMĄ 	 k'^iema:
STĄLO 	 st^a:lo:
KAMPAS 	 ka.^m.pas
UŠKLIUVO 	 uS'kl'""iuvo:
NUPIRKSI 	 nup'i.^r.'ks'i
RAMBŪ 	 ra.^m.bu:
KUINĄ 	 k^uina:
RUSIJOS 	 r""us'ijo:s
AMBASADA 	 a.m.basad""a
PATIKO 	 pat'""iko:
MIŠKE 	 m'iS'k'""e
TAMSU 	 ta.m.s""u
BUVO 	 b""uvo:
TURBŪT 	 tu.r.b""u:t
RAMBUS 	 ra.m.b""us
ARKLYS 	 a.r.'kl'^i:s
SULIPS 	 sul'""ips
VOKAI 	 vo:k^ai
PADAŽYTI 	 padaZ'""i:t'i
TURBŪT 	 tu.r.b""u:t
APVOKTI 	 apv^o:kt'i
BUVOT 	 b""uvo:t
JONAS 	 j^o:nas
WW 	 ww
LAIVO 	 l^aivo:
PALAUKS 	 pal^auks
VISAS 	 v'""isas
AUKSAS 	 ""auksas
LIKO 	 l'""iko:
JONO 	 j^o:no:
KAUKĖ 	 k""auk'E:
PATIKO 	 pat'""iko:
KATĖ 	 kat'^E:
GAUDO 	 g""audo:
PELE 	 p'^e:l'e:
MĄŽAS 	 m^a:Zas
ŪKIS 	 ""u:k'is
ATITEKO 	 at'it'^e:ko:
TAMSU 	 ta.m.s""u
BŪDAVO 	 b""u:davo:
TENAI 	 t'en^ai
RĄSTAI 	 r^a:stai
PŪTŪ 	 p""u:tu:
SMARKEI 	 sma.^r.'k'ei
NĄMAS 	 n^a:mas
ANKŠTAS 	 a.^N.kStas
PASIDĄRĖ 	 pas'id^a:r'E:
GIEDRĄ 	 g'^iedra:
DANGŪ 	 da.^N.gu:
PARODĖ 	 par""o:d'E:
TĖVAS 	 t'""E:vas
ARKLY 	 ""a.r.'kl'i:
PARVEDĖ 	 pa.^r.'v'ed'E:
DIDELĖ 	 d'""id'el'E:
KARTIS 	 k""a.r.'t'is
NULŪŽO 	 nul""u:Zo:
NAUJĄ 	 n^auja:
GARVEŽY 	 g""a.r.'v'eZ'i:
PIRKO 	 p'i.^r.ko:
KĄTĖS 	 k^a:t'E:s
LĄKA 	 l^a:ka
PIENĄ 	 p'""iena:
PETRAS 	 p'^e:tras
LOKY 	 l""o:k'i:
PAMĄTĖ 	 pam^a:t'E:
TETOS 	 t'et^o:s
LŪPOS 	 l""u:po:s
TINSTA 	 t'""i.n.sta
MAMA 	 mam""a
SUGLUMO 	 sugl""umo:
BAISEI 	 b^ais'ei
VIENA 	 v'ien""a
PEMPĖ 	 p'""e.m.'p'E:
KLYKE 	 kl'^i:k'e
ŽADĖJAI 	 Zad'""E:jai
PRITEMDYTI 	 p'r'it'""e.m.'d'i:t'i
ŠVIESĄ 	 S'v'^iesa:
DIDELIS 	 d'""id'el'is
ĄŽUOLAS 	 ""a:Zuolas
AUGA 	 ""auga
NENORIU 	 n'en""o:r'iu
PRAKĄSTO 	 prak""a:sto:
POMIDORO 	 pOm'id""Oro:
TĖVAS 	 t'""E:vas
IRSTI 	 i.^r.'s't'i
PRADĖJO 	 prad'""E:jo:
GALĖJO 	 gal'""E:jo:
PRAKIRSTI 	 prak'i.^r.'s't'i
ĄKY 	 ^a:k'i:
MAŠINA 	 maS'in""a
BIRBĖ 	 b'i.^r.'b'E:
GARSEI 	 ga.^r.'s'ei
SENAS 	 s'^e:nas
AUKURAS 	 ^aukuras
UŽGESO 	 uZ'g'^e:so:
NĄKTY 	 n^a:kt'i:
KAUKE 	 k^auk'e
ŠUO 	 S^uo
VAIKAI 	 vaik^ai
DAUŽO 	 d^auZo:
TVORĄ 	 tv^o:ra:
TURBŪT 	 tu.r.b""u:t
MATAU 	 mat^au
TĄKĄ 	 t^a:ka:
ŽUVO 	 Z""uvo:
PULKAI 	 pu.l.k^ai
KARIŪ 	 kar'iu:
ANKSTI 	 a.N.'ks't'""i
GULDAI 	 gu.l.d^ai
SŪNŪ 	 s""u:nu:
MOKINEMS 	 mo:k'in'""e.m.s
FIZIKA 	 f'""iz'ika
PATIKO 	 pat'""iko:
SKIEMENS 	 s'k'iem'e.^n.s
PERIFERIJA 	 p'er'if'""er'ija
PRIEBALSIS 	 p'r'""ieba.l.'s'is
VAIKAMS 	 vaik""a.m.s
FĖJA 	 f'""E:ja
PATIKO 	 pat'""iko:
JONAS 	 j^o:nas
RAGUS 	 rag""us
PASTĄTĖ 	 past^a:t'E:
TĖVAS 	 t'""E:vas
NERAGAUS 	 n'erag^aus
ARBĄTOS 	 a.r.b^a:to:s
MEDŽIUS 	 m'edZ'""ius
VĖTRA 	 v'""E:tra
SUVERTĖ 	 s""uv'e.r.'t'E:
MAŠINOS 	 maS'""ino:s
VĖŽĖ 	 v'E:Z'^E:
PLATI 	 plat'""i
TĖVAS 	 t'""E:vas
PAVĖŽĖS 	 pav'E:Z'^E:s
TAVE 	 tav'""e
TIK 	 t'""ik
VIENA 	 v'ien""a
GELSVĖ 	 g'e.^l.'s'v'E:
PRAŽYDO 	 praZ'""i:do:
MAMA 	 mam""a
KUITINĖTIS 	 kuit'in'""E:t'is
NEBAIGE 	 n'eb^aig'e
TĖVAS 	 t'""E:vas
MUILU 	 muil""u
PATRYNĖ 	 pat'r'""i:n'E:
MOKĖSI 	 m""o:k'E:s'i
PINTI 	 p'""i.n.'t'i
KREPŠY 	 kr'^e:p'S'i:
EITŪ 	 ^eitu:
ŽINDYTI 	 Z'""i.n.'d'i:t'i
VERŠIŪ 	 v'e.^r.'S'iu:
TĖVO 	 t'""E:vo:
KUMŠČIO 	 k""u.m.'S'tS'io:
PRISIBIJO 	 p'r'is'ib'""ijo:
BALANDIS 	 bala.^n.'d'is
ULBAUTI 	 ""u.l.baut'i
NUSTOJO 	 nust""o:jo:
TETA 	 t'et""a
KULTUVĄ 	 k""u.l.tuva:
SUDAUŽĖ 	 sud^auZ'E:
DĖDĖS 	 d'^E:d'E:s
YTAKA 	 ""i:taka
PRASTA 	 prast""a
PATIKO 	 pat'""iko:
SKYSTAS 	 s'k'""i:stas
VALGIS 	 va.^l.'g'is
GREIT 	 gr'^eit
IŽDYGO 	 iZ'd'""i:go:
PIKŽOLĖS 	 p'""ikZo:l'E:s
ŽVEJŪ 	 Z'v'ej^u:
TINKLAI 	 t'i.N.kl^ai
SUPAINIOTI 	 sup""ain'io:t'i
IŠ 	 ""iS
ČE 	 tS'""e
DINGAU 	 d'i.N.g^au
GREITAI 	 gr'^eitai
TROBOS 	 tro:b^o:s
VIDUS 	 v'id""us
PRĄSTAS 	 pr^a:stas
PETRAS 	 p'^e:tras
AVIDES 	 av'id'""es
TVARKO 	 tva.^r.ko:
TURBŪT 	 tu.r.b""u:t
YSUKA 	 ^i:suka
SRAIGTĄ 	 sr""aigta:
AUŠINIMO 	 auS'""in'imo:
SKYSTIS 	 s'k'^i:s't'is
IŠSILIEJO 	 iS's'il'""iejo:
BĄTŪ 	 b^a:tu:
DYDIS 	 d'^i:d'is
KETUREZDEŠIMTAS 	 k'etur'ez'd'eS'i.^m.tas
TETA 	 t'et""a
DUMBLU 	 du.m.bl""u
GYDOSI 	 g'""i:do:s'i
PELĖDA 	 p'el'""E:da
KUMPU 	 ku.m.p""u
SNAPU 	 snap""u
TURBŪT 	 tu.r.b""u:t
ZUIKIS 	 z^uik'is
TUPI 	 t""up'i
DAŽNAI 	 daZn^ai
PAZURZA 	 paz""u.r.za
TĖVAS 	 t'""E:vas
DĖDĖ 	 d'^E:d'E:
ZARASIŠKIS 	 zaras'""iS'k'is
TURBŪT 	 tu.r.b""u:t
TURBŪT 	 tu.r.b""u:t
JIS 	 j""is
ATVYKO 	 at'v'^i:ko:
BUVO 	 b""uvo:
DVEJI 	 d'v'ej""i
KLIJAI 	 kl'ij^ai
VIRTUVĖS 	 v'i.r.t""uv'E:s
NIŠA 	 n'iS""a
TELIKO 	 t'el'""iko:
MERGOS 	 m'e.^r.go:s
JAUNIKIUS 	 jaun'ik'""ius
PAKVIETĖ 	 p""akv'iet'E:
IR 	 i.^r.
TU 	 t""u
KRAUNI 	 kr""aun'i
TURTĄ 	 tu.^r.ta:
DĖDĖS 	 d'^E:d'E:s
OŠKA 	 o:Sk""a
PASTIPO 	 pas't'""ipo:
NAUJA 	 nauj""a
STOTELĖ 	 sto:t'^e:l'E:
ATSIRĄDO 	 ats'ir^a:do:
DIDELĖS 	 d'id'el'^E:s
RODYKLĖS 	 ro:d'^i:kl'E:s
REIKE 	 r'^eik'e
PER 	 p'e.^r.
DARŽĄ 	 da.^r.Za:
TĄKO 	 t^a:ko:
PASIGEDO 	 pas'ig'^e:do:
JONUI 	 j^o:nui
XEMIJA 	 x'""em'ija
PATIKO 	 pat'""iko:
VIENAS 	 v'""ienas
XIRURGAS 	 x'ir""u.r.gas
PATIKO 	 pat'""iko:
MAMA 	 mam""a
DENGDAVO 	 d'e.^N.gdavo:
STĄLĄ 	 st^a:la:
TURBŪT 	 tu.r.b""u:t
RĖKEU 	 r'E:k'^eu
STIPREI 	 s't'ip'r'^ei
VISKĄ 	 v'""iska:
JIS 	 j""is
APRĖPTI 	 ap'r'""E:p't'i
KETINA 	 k'et'""ina
MATYT 	 mat'""i:t
NERĖKIU 	 n'er'E:k'""iu
GARSEI 	 ga.^r.'s'ei
MOTERIS 	 m""o:t'er'is
AKUŠERĖ 	 ak""uS'er'E:
PASITIKO 	 pas'it'""iko:
VAIKAS 	 v^aikas
ALKANAS 	 ""a.l.kanas
ATĖJO 	 at'^E:jo:
JONO 	 j^o:no:
PALTAS 	 p""a.l.tas
PUIKUS 	 puik""us
TĖVAS 	 t'""E:vas
VALGO 	 v""a.l.go:
TANKEI 	 t""a.N.'k'ei
VAIKAS 	 v^aikas
RUNKTIS 	 r""u.N.'kt'is
NORĖJO 	 no:r'""E:jo:
SMARKEI 	 sma.^r.'k'ei
DUNDA 	 d""u.n.da
PERKŪNAS 	 p'e.r.k""u:nas
SŪNUI 	 s""u:nui
TUNDRA 	 t""u.n.dra
PATIKO 	 pat'""iko:
DINKS 	 d'i.^N.ks
AŠTUNTAS 	 aStu.^n.tas
PUSLAPIS 	 p""uslap'is
VAIKAS 	 v^aikas
PARNEŠĖ 	 pa.^r.'n'eS'E:
KREPŠY 	 kr'^e:p'S'i:
PETRAS 	 p'^e:tras
GIMINE 	 g'""im'in'e
PIKTINASI 	 p'""ikt'inas'i
GRĄŽŪS 	 gr^a:Zu:s
INKILAI 	 i.N.'k'il^ai
SUKALTI 	 suka.l.'t'""i
DĖDĖ 	 d'^E:d'E:
KINKYS 	 k'i.N.'k'^i:s
ARKLIUS 	 ""a.r.'kl'ius
VAIKUS 	 vaik""us
DUSULYS 	 dusul'^i:s
KANKINA 	 ka.N.'k'""ina
BĖGDAMAS 	 b'""E:gdamas
UŽDUSAU 	 uZdus^au
SMARKEI 	 sma.^r.'k'ei
BERNIUKAS 	 b'e.r.'n'""iukas
ĄTVAIZDU 	 ^a:tvaizdu
PUIKUOJASI 	 puik""uojas'i
VAIKAS 	 v^aikas
NERE 	 n'^e:r'e
TOLIN 	 to:l'^i.n.
SŪNUS 	 su:n""us
NYKŠTY 	 n'""i:kS't'i:
PAKĖLĖ 	 pak'""E:l'E:
RŪKAS 	 r^u:kas
IŠNYKSTA 	 iS'n'^i:ksta
TUOJAU 	 tuoj^au
VIENA 	 v'ien""a
PLUNKSNA 	 pl""u.N.ksna
TELIKO 	 t'el'""iko:
KELMUS 	 k'""e.l.mus
RITAU 	 r'it^au
SUNKEI 	 su.^N.'k'ei
PIRŠTUS 	 p'i.r.St""us
APRIŠU 	 ""ap'r'iSu
SKUDURU 	 sk""uduru
GREIT 	 gr'^eit
APSISEUSKI 	 ap's'is'^eus'k'i
APSEUSTU 	 ap's'eust""u
TĖVĄ 	 t'""E:va:
SEUBAS 	 s'^eubas
APĖMĖ 	 ""ap'E:m'E:
BUVO 	 b""uvo:
SUNKU 	 su.N.k""u
PANEŠTI 	 pan'""eS't'i
VAIKAI 	 vaik^ai
BESIRUNGDAMI 	 b'es'iru.N.gdam'""i
SUSIŽEIDĖ 	 sus'""iZ'eid'E:
JONAS 	 j^o:nas
VĄTĄ 	 v^a:ta:
SUSUKO 	 sus""uko:
MUSĖS 	 m""us'E:s
VORAS 	 v""o:ras
TYKO 	 t'""i:ko:
DĖDĖ 	 d'^E:d'E:
TVORĄ 	 tv^o:ra:
TVĖRĖ 	 t'v'""E:r'E:
ILGAI 	 i.l.g^ai
SEKEU 	 s'ek'^eu
PĄSKUI 	 p^a:skui
GREITAI 	 gr'^eitai
PASKLIDO 	 pas'kl'""ido:
KVĄPAS 	 kv^a:pas
TĖVAI 	 t'E:v^ai
SYKIU 	 s'i:k'""iu
PARĖJO 	 par'^E:jo:
VAIKĄ 	 v^aika:
DUNDULIS 	 du.n.d""ul'is
IŽGĄZDINO 	 iZg^a:z'd'ino:
NEPIRKSI 	 n'ep'i.^r.'ks'i
AŠTUNTŪ 	 aStu.n.t^u:
KNYGŪ 	 kn'^i:gu:
NE 	 n'e
VISI 	 v'is'""i
TILPO 	 t'i.^l.po:
KAMBARY 	 ka.m.bar'^i:
NE 	 n'e
VISI 	 v'is'""i
TILBDAVO 	 t'i.^l.bdavo:
KAMBARY 	 ka.m.bar'^i:
JONAS 	 j^o:nas
ANKŠTIS 	 ""a.N.'kS't'is
PADŽIOVĖ 	 padZ'""io:v'E:
SAUGO 	 s""augo:
TANKI 	 t""a.N.'k'i
TVORA 	 tvo:r""a
VAIKAI 	 vaik^ai
PURTYS 	 p""u.r.'t'i:s
MEDY 	 m'^e:d'i:
MAŠINA 	 maS'in""a
BURBINTI 	 b""u.r.'b'i.n.'t'i
NUSTOJO 	 nust""o:jo:
IEŠKO 	 ""ieSko:
KEURO 	 k'""euro:
PUODO 	 p""uodo:
VISADA 	 v'isad""a
DŽEUDAVO 	 dZ'""eudavo:
SKALBINIUS 	 ska.^l.'b'in'ius
DĖDĖS 	 d'^E:d'E:s
RUGEI 	 rug'^ei
SUŽĖLĖ 	 suZ'""E:l'E:
PYRĄGAS 	 p'i:r^a:gas
APRUDO 	 apr""udo:
SMARKEI 	 sma.^r.'k'ei
KIEMUS 	 k'iem""us
MŪRU 	 m""u:ru
PERSKYRĖ 	 p'""e.r.'s'k'i:r'E:
DIDELIS 	 d'""id'el'is
KUMPIS 	 ku.^m.'p'is
KĄBO 	 k^a:bo:
JŪROS 	 j""u:ro:s
DUMBLEI 	 du.^m.'b'l'ei
SVEIKA 	 s'v'^eika
KELES 	 k'^e:l'es
ILGAS 	 ""i.l.gas
LAUKE 	 l""auk'e
MŪSŪ 	 m""u:su:
TILTAS 	 t'""i.l.tas
UŠTVERTAS 	 uS't'v'""e.r.tas
VAIKAI 	 vaik^ai
BILDA 	 b'""i.l.da
SMARKEI 	 sma.^r.'k'ei
VAIKAS 	 v^aikas
LIPŠNUS 	 l'ipSn""us
PASIDĄRĖ 	 pas'id^a:r'E:
IR 	 i.^r.
AŠ 	 ""aS
NELIKAU 	 n'el'ik^au
TENAI 	 t'en^ai
PATIKS 	 pat'""iks
MĄŽOS 	 m^a:Zo:s
WW 	 ww
TVORELĖS 	 tvo:r'^e:l'E:s
TĖVAS 	 t'""E:vas
MOKO 	 m""o:ko:
SŪNŪ 	 s""u:nu:
DIDELIS 	 d'""id'el'is
MŪŠIS 	 m^u:S'is
PRASIDĖS 	 pras'id'^E:s
PRIEŠAS 	 p'r'""ieSas
SMOKTI 	 sm^o:kt'i
TURĖS 	 tur'^E:s
PERKŪNO 	 p'e.r.k""u:no:
DUNDESYS 	 du.n.'d'es'^i:s
IŽGĄZDINO 	 iZg^a:z'd'ino:
PRADINKS 	 prad'i.N.ks
AŠTUNTI 	 aStu.n.'t'""i
PUSLAPEI 	 p""uslap'ei
PAPRAŠYK 	 papraS'^i:k
ANTRŪ 	 a.n.tr^u:
KELNIŪ 	 k'""e.l.'n'iu:
LABAI 	 lab^ai
KANTRUS 	 ka.n.tr""us
VAIKAS 	 v^aikas
KARVIŪ 	 k""a.r.'v'iu:
BANDA 	 ba.n.d""a
PASIKLYDO 	 pas'ikl'""i:do:
JONAS 	 j^o:nas
ĄSILAS 	 ^a:s'ilas
TIKRAS 	 t'""ikras
KAIMYNO 	 kaim'""i:no:
KĄPAS 	 k^a:pas
APLEISTAS 	 ap'l'""eistas
ŠEIMOS 	 S'eim^o:s
BĄDAS 	 b^a:das
LAUKE 	 l""auk'e
OPERUOJA 	 Op'er""uoja
KUMPĄ 	 ku.^m.pa:
NOSY 	 n""o:s'i:
ANT 	 a.^n.t
KĄKLO 	 k^a:klo:
GUMBAS 	 gu.^m.bas
IŠAUGO 	 iS""augo:
ŽIEMĄ 	 Z'^iema:
SIŪTUM 	 s'""iu:tu.m.
PALTĄ 	 p""a.l.ta:
LAUKE 	 lauk'""e
DŽIŪDAVO 	 dZ'""iu:davo:
SKALBINEI 	 ska.l.'b'in'^ei
ŽVĄKĖS 	 Zv^a:k'E:s
DEGA 	 d'^e:ga
SILPNAI 	 s'i.l.pn^ai
ŠITAS 	 S'""itas
DYDIS 	 d'^i:d'is
TIKO 	 t'""iko:
VAIKAS 	 v^aikas
DĖŽE 	 d'^E:Z'e:
PAKĖLĖ 	 pak'""E:l'E:
RASOS 	 ras^o:s
ĄDRESAS 	 ^a:d'r'esas
PASIKEITĖ 	 pas'""ik'eit'E:
KEISTA 	 k'eist""a
SINTEZĖ 	 s'i.^n.'t'ez'E:
PAPIKTINO 	 pap'""ikt'ino:
JONAS 	 j^o:nas
INDĖLY 	 i.^n.'d'E:l'i:
PASIĖMĖ 	 pas'""iE:m'E:
VISADA 	 v'isad""a
SKESTU 	 s'k'e:st""u
DŪMUOSE 	 d""u:muos'e
SKUBĖS 	 skub'^E:s
REZDAMI 	 r'e:zdam'""i
TVARTĄ 	 tv""a.r.ta:
NETURIU 	 n'etur'""iu
TEISĖS 	 t'""eis'E:s
ABGAUDINĖTI 	 abgaud'in'""E:t'i
TETOS 	 t'et^o:s
VEIDAS 	 v'""eidas
IŠTINO 	 iS't'""ino:
PETRO 	 p'^e:tro:
PĄTALAS 	 p^a:talas
PRAPUOLĖ 	 prap""uol'E:
PRIEŠAS 	 p'r'""ieSas
NEPULTI 	 n'ep""u.l.'t'i
PAŽADĖJO 	 paZad'""E:jo:
ILGAI 	 i.l.g^ai
PRADŽE 	 pradZ'""e
TRUKO 	 tr""uko:
APRANGOS 	 apra.N.g^o:s
MADA 	 mad""a
PASIKEITĖ 	 pas'""ik'eit'E:
PETRAS 	 p'^e:tras
GAMAKU 	 Gamak""u
PUIKUOJASI 	 puik""uojas'i
PIRMININKAS 	 p'""i.r.'m'in'i.N.kas
MĄŽUMA 	 m^a:Zuma
PIKTINASI 	 p'""ikt'inas'i
MAMA 	 mam""a
SUNKEI 	 su.^N.'k'ei
TRIŪSĖ 	 t'r'^iu:s'E:
SŪNUS 	 su:n""us
YŽYMUS 	 i:Z'i:m""us
TĄPO 	 t^a:po:
BUVO 	 b""uvo:
TYKUS 	 t'i:k""us
PAVAKARYS 	 pavakar'^i:s
IŠAUGO 	 iS""augo:
DYGUS 	 d'i:g""us
KELMAS 	 k'""e.l.mas
JŪSŪ 	 j""u:su:
ŽEMKASYS 	 Z'e.m.kas'^i:s
ATVYKO 	 at'v'^i:ko:
GREITU 	 gr'eit""u
TEMPU 	 t'e.m.p""u
PERSKAITĖ 	 p'""e.r.skait'E:
VIENAS 	 v'""ienas
INDĖNAS 	 i.n.'d'""E:nas
UŽĖJO 	 uZ'^E:jo:
MAMOS 	 mam^o:s
PINTINĖ 	 p'i.n.'t'""in'E:
PILNA 	 p'i.l.n""a
VIENA 	 v'ien""a
ŽINDYVĖ 	 Z'i.n.'d'^i:v'E:
SUSIRGO 	 sus'i.^r.go:
NORI 	 n""o:r'i
ŠIOKIO 	 S'""io:k'io:
TOKIO 	 t""o:k'io:
DARBO 	 d""a.r.bo:
DARŽE 	 da.r.'Z'""e
ŽIOGAS 	 Z'""io:gas
GRIEŽE 	 gr'""ieZ'e
MĄMAI 	 m^a:mai
ČIOBRELEI 	 tS'io:b'r'^e:l'ei
PATIKO 	 pat'""iko:
DĖDĖ 	 d'^E:d'E:
ŽIOPLYS 	 Z'io:p'l'^i:s
TIKRAS 	 t'""ikras
SENIO 	 s'^e:n'io:
ŠALČIO 	 Sa.^l.'tS'io:
PASYLGOM 	 pas'""i:l.go:m
DĖDĖS 	 d'^E:d'E:s
ENTSIKLOPEDIJA 	 e.n.'ts'iklOp'""ed'ija
PRADINGO 	 prad'i.^N.go:
KALBA 	 ka.^l.ba
BENDRINE 	 b'e.n.'d'r'in'""e
KALBA 	 ka.l.b""a
MIŠKAS 	 m'""iSkas
RETAS 	 r'^e:tas
TĄPO 	 t^a:po:
NAUJAS 	 n^aujas
RYTAS 	 r'""i:tas
AUŠTA 	 ^auSta
MANES 	 man'^e:s
PRAŠYTI 	 praS'""i:t'i
TURĖS 	 tur'^E:s
GRĄŽŪS 	 gr^a:Zu:s
ĄŽUOLAI 	 a:Zuol^ai
STOVI 	 st""o:v'i
MAMA 	 mam""a
GRĄŽOS 	 gra:Z^o:s
LAUKE 	 l""auk'e
VIENAS 	 v'""ienas
DAGYS 	 dag'^i:s
PASILIKO 	 pas'il'""iko:
NIEKAS 	 n'^iekas
NEDARYS 	 n'edar'^i:s
TAIP 	 t^aip
RITOS 	 r'""ito:s
IŠVAIZDA 	 ""iSvaizda
PATIKO 	 pat'""iko:
TĖVAS 	 t'""E:vas
REPLES 	 r'ep'l'""es
PALIKO 	 pal'""iko:
NESIDŽEUK 	 n'es'idZ'^euk
NERETU 	 n'er'et""u
SVEČIU 	 s'v'etS'""iu
RŪTA 	 ru:t""a
DĄKTARE 	 d^a:ktar'e
TĄPO 	 t^a:po:
SLYVA 	 s'l'i:v""a
PERNOKO 	 p'""e.r.no:ko:
GREITAI 	 gr'^eitai
ANT 	 a.^n.t
PALANGĖS 	 pal""a.N.'g'E:s
NOKINA 	 no:k'""ina
POMIDORUS 	 pOm'idOr""us
TVIRTO 	 t'v'""i.r.to:
BERNO 	 b'""e.r.no:
TRŪKSTA 	 tr""u:ksta
PREZIDENTAS 	 p'r'ez'id'e.^n.tas
NOTA 	 nOt""a
PASIPIKTINO 	 pas'ip'""ikt'ino:
VINIS 	 v'in'""is
KALKIME 	 k""a.l.'k'im'e
STIPREU 	 s't'ip'r'^eu
PETRAS 	 p'^e:tras
VALGĖ 	 v""a.l.'g'E:
TANKEI 	 t""a.N.'k'ei
MAMA 	 mam""a
WW 	 ww
KUISTIS 	 k^uis't'is
NEBAIGE 	 n'eb^aig'e
VIENAS 	 v'""ienas
INKSTAS 	 ""i.N.kstas
OPERUOTAS 	 Op'er""uotas
SŪNAUS 	 su:n^aus
RINGAS 	 r'""i.N.gas
NESUŽAVĖJO 	 n'esuZav'""E:jo:
MŪSŪ 	 m""u:su:
BERŽAS 	 b'""e.r.Zas
AUGA 	 ""auga
ILSISI 	 ""i.l.'s'is'i
PAŠERTAS 	 paS'""e.r.tas
ARKLYS 	 a.r.'kl'^i:s
MĄŽAS 	 m^a:Zas
DZINGULIS 	 dz'i.N.g""ul'is
PRASKILO 	 pras'k'""ilo:
VIENAS 	 v'""ienas
PARDZIMBINĖTI 	 pa.r.'dz'i.^m.'b'in'E:t'i
TURĖS 	 tur'^E:s
PASKUTINĖS 	 paskut'""in'E:s
FĄZĖS 	 f^a:z'E:s
PALAUKSIM 	 pal""auks'i.m.
GALŪNĖS 	 gal""u:n'E:s
FUNKTSIJA 	 f""u.N.'kts'ija
GRAMĄTINĖ 	 gram^a:t'in'E:
BŪRIUS 	 bu:r'""ius
PERFORMUOTI 	 p'""e.r.fOrmuot'i
TURĖS 	 tur'^E:s
LUBAS 	 lub""as
GIPSU 	 g'ips""u
PUOŠĖ 	 p^uoS'E:
GREIT 	 gr'^eit
SMOGIKUS 	 smo:g'ik""us
PAGĄVO 	 pag^a:vo:
