DIDELE 	 d'""id'el'e:
TAKAI 	 tak^ai
PRADINGO 	 prad'i.^N.go:
DĖDĖ 	 d'^E:d'E:
TUKO 	 t""uko:
GREITAI 	 gr'^eitai
MANO 	 m""ano:
PIEŠTUKAS 	 p'ieSt""ukas
NUKRITO 	 nukr'""ito:
ŽIEMĄ 	 Z'^iema:
SIŪTUM 	 s'""iu:tu.m.
PALTĄ 	 p""a.l.ta:
LAUKE 	 lauk'""e
DŽIŪDAVO 	 dZ'""iu:davo:
SKALBINEI 	 ska.l.'b'in'^ei
MAMA 	 mam""a
UŠKIMSTA 	 uS'k'""i.m.sta
TANKEI 	 t""a.N.'k'ei
VISADA 	 v'isad""a
GIMDAVO 	 g'""i.m.davo:
SŪNUS 	 su:n""us
ŽIEMĄ 	 Z'^iema:
TEMDAVO 	 t'""e.m.davo:
GREITAI 	 gr'^eitai
GREIČEU 	 gr'eitS'^eu
SEMK 	 s'""e.m.k
VANDENY 	 v""a.n.'d'en'i:
GREIT 	 gr'^eit
NĖŠČE 	 n'E:S'tS'""e
TĄPO 	 t^a:po:
TOLIN 	 to:l'^i.n.
ŠUNĖKUS 	 Sun'E:k""us
PAVIJO 	 pav'""ijo:
TETOS 	 t'et^o:s
BRUKNĖ 	 br""ukn'E:
PRAŽYDO 	 praZ'""i:do:
KĄTĖS 	 k^a:t'E:s
LĄKA 	 l^a:ka
PIENĄ 	 p'""iena:
PETRAS 	 p'^e:tras
LOKY 	 l""o:k'i:
PAMĄTĖ 	 pam^a:t'E:
TETOS 	 t'et^o:s
LŪPOS 	 l""u:po:s
TINSTA 	 t'""i.n.sta
MAMA 	 mam""a
SUGLUMO 	 sugl""umo:
BAISEI 	 b^ais'ei
VISI 	 v'is'""i
ŽIŪROVAI 	 Z'iu:r^o:vai
SUKLUSO 	 sukl""uso:
DINGO 	 d'i.^N.go:
SIŪSTINI 	 s'iu:s't'in'""i
KREPŠEI 	 kr'ep'S'^ei
PASISTATYS 	 pas'istat'^i:s
ERDVŪ 	 e.^r.dvu:
TVARTĄ 	 tv""a.r.ta:
MŪSŪ 	 m""u:su:
KERŠTAS 	 k'e.^r.Stas
AMŽINAS 	 ""a.m.'Z'inas
LĖTAI 	 l'E:t^ai
BERDAVO 	 b'e.^r.davo:
KRUOPAS 	 kr""uopas
VISUS 	 v'is""us
ELGETA 	 e.^l.'g'eta
PASITIKO 	 pas'it'""iko:
MANO 	 m""ano:
KELTIS 	 k'e.^l.'t'is
SUŽEISTAS 	 s""uZ'eistas
KAŠKOKE 	 kaSk""o:k'e:
BELGE 	 b'e.^l.'g'e:
PASIKVIETĖ 	 pas'""ikv'iet'E:
TĖVAS 	 t'""E:vas
REPLES 	 r'ep'l'""es
PALIKO 	 pal'""iko:
NESIDŽEUK 	 n'es'idZ'^euk
NERETU 	 n'er'et""u
SVEČIU 	 s'v'etS'""iu
RŪTA 	 ru:t""a
DĄKTARE 	 d^a:ktar'e
TĄPO 	 t^a:po:
TĖVAS 	 t'""E:vas
OŽY 	 ""o:Z'i:
PAPJOVĖ 	 pap'j""o:v'E:
MAMA 	 mam""a
KOŠĖ 	 k""o:S'E:
PIENĄ 	 p'""iena:
NAUJA 	 nauj""a
DROBĖ 	 dr""o:b'E:
PATIKO 	 pat'""iko:
LAIVAS 	 l^aivas
INKARĄ 	 i.^N.kara:
WW 	 ww
IŠMETĖ 	 ""iS'm'et'E:
DĖDĖ 	 d'^E:d'E:
KINKO 	 k'i.^N.ko:
ŽIRGĄ 	 Z'""i.r.ga:
ARKLYS 	 a.r.'kl'^i:s
DINGO 	 d'i.^N.go:
ŠENDIEN 	 S'e.^n.'d'ien
SŪNAUS 	 su:n^aus
BĖDA 	 b'E:d""a
SUGRAUDINO 	 sugraud'""ino:
ONAI 	 ^o:nai
SKRYBĖLĖ 	 s'kr'i:b'E:l'^E:
TIKO 	 t'""iko:
TIKRA 	 t'ikr""a
BLOGYBĖ 	 blo:g'""i:b'E:
BUVO 	 b""uvo:
RUSIJOS 	 r""us'ijo:s
IMPERIJA 	 i.m.'p'""er'ija
SUŽLUGO 	 suZl""ugo:
ŠITA 	 S'it""a
GIMDYKLA 	 g'i.m.'d'i:kl""a
ŠVARI 	 Svar'""i
IŠAUŠ 	 iS^auS
ANKSTUS 	 a.N.kst""us
RYTAS 	 r'""i:tas
VANDENS 	 va.n.'d'e.^n.s
BANGA 	 ba.N.g""a
PASIGĄVO 	 pas'ig^a:vo:
NAME 	 nam'""e
TVANKU 	 tva.N.k""u
PASIDĄRĖ 	 pas'id^a:r'E:
VIENAS 	 v'""ienas
ERŽILAS 	 e.^r.'Z'ilas
LIKO 	 l'""iko:
DUKRA 	 dukr""a
GERBĖ 	 g'e.^r.'b'E:
TETĄ 	 t'^e:ta:
GALBŪT 	 ga.l.b""u:t
ITERPKIME 	 it'e.^r.'p'k'im'e
SĄKINY 	 s^a:k'in'i:
MAMA 	 mam""a
SUNKEI 	 su.^N.'k'ei
TRIŪSĖ 	 t'r'^iu:s'E:
GREIT 	 gr'^eit
ŽELE 	 Z'^e:l'e
PIEVA 	 p'""ieva
VIENAS 	 v'""ienas
RĖŽIS 	 r'^E:Z'is
LIKO 	 l'""iko:
SENELIS 	 s'en'^e:l'is
ŽILAS 	 Z'""ilas
LIKO 	 l'""iko:
ILGAI 	 i.l.g^ai
TIRPO 	 t'i.^r.po:
SNIEGAS 	 s'n'^iegas
TĖVO 	 t'""E:vo:
DIRŽAS 	 d'i.^r.Zas
KĄBO 	 k^a:bo:
PASITIKS 	 pas'it'""iks
IRZLŪ 	 i.^r.zlu:
TĖVĄ 	 t'""E:va:
VAIKO 	 v^aiko:
KUMŠTELIS 	 ku.m.'S't'^e:l'is
MĄŽAS 	 m^a:Zas
VISUR 	 v'isu.^r.
DUMBLYNĄ 	 du.m.'b'l'""i:na:
PADĄRĖ 	 pad^a:r'E:
IŠ 	 ""iS
MAŠINOS 	 maS'""ino:s
GĄRAS 	 g^a:ras
KYLA 	 k'^i:la
GAIDYS 	 gaid'^i:s
GŪŽY 	 g^u:Z'i:
PRISIKIMŠO 	 p'r'is'ik'i.^m.So:
PAMOKYS 	 pam""o:k'i:s
GODŪ 	 g^o:du:
SENY 	 s'^e:n'i:
TĖVAS 	 t'""E:vas
PAGRĄŽINO 	 pagr^a:Z'ino:
STOGĄ 	 st""o:ga:
GREIČEU 	 gr'eitS'^eu
TEMPKIME 	 t'e.^m.'p'k'im'e
KELMUS 	 k'""e.l.mus
JŪRA 	 j""u:ra
PASIGLEMŽE 	 pas'igl'e.^m.'Z'e
SMARKUOLIUS 	 sma.r.kuol'""ius
ANT 	 a.^n.t
KALNO 	 k""a.l.no:
SENKAPIS 	 s'""e.N.kap'is
IŠLIKO 	 iS'l'""iko:
TĖVAS 	 t'""E:vas
NEVENGDAVO 	 n'ev'""e.N.gdavo:
PAGYRIMO 	 pag'i:r'""imo:
KIRČIO 	 k'i.^r.'tS'io:
ŽENKLO 	 Z'""e.N.klo:
TRŪKSTA 	 tr""u:ksta
ŠUNS 	 Su.^n.s
AUKA 	 auk""a
PASPRUKO 	 paspr""uko:
SUAUŠO 	 su""auSo:
TAUKAI 	 tauk^ai
PALIKTI 	 pal'ikt'""i
GARSEI 	 ga.^r.'s'ei
DAUŽAI 	 dauZ^ai
KIBIRUS 	 k'""ib'irus
ILGAI 	 i.l.g^ai
TAIKAU 	 t""aikau
SIŪLĄ 	 s'""iu:la:
PATIKS 	 pat'""iks
MĄŽOS 	 m^a:Zo:s
TVORELĖS 	 tvo:r'^e:l'E:s
TĖVAS 	 t'""E:vas
MOKO 	 m""o:ko:
SŪNŪ 	 s""u:nu:
DIDELIS 	 d'""id'el'is
MŪŠIS 	 m^u:S'is
PRASIDĖS 	 pras'id'^E:s
PRIEŠAS 	 p'r'""ieSas
SMOKTI 	 sm^o:kt'i
TURĖS 	 tur'^E:s
MŪSŪ 	 m""u:su:
BERŽAS 	 b'""e.r.Zas
AUGA 	 ""auga
ILSISI 	 ""i.l.'s'is'i
PAŠERTAS 	 paS'""e.r.tas
ARKLYS 	 a.r.'kl'^i:s
KARŠIO 	 ka.^r.'S'io:
PELEKAS 	 p'^e:l'ekas
YDŪRĖ 	 i:d""u:r'E:
PAPRAŠYK 	 papraS'^i:k
NEPILTI 	 n'ep'""i.l.'t'i
PIENO 	 p'""ieno:
IŠ 	 ""iS
NĄMO 	 n^a:mo:
PELENAI 	 p'el'en^ai
TELIKO 	 t'el'""iko:
TĖVAS 	 t'""E:vas
DĄRO 	 d^a:ro:
TVARKĄ 	 tva.^r.ka:
PRĄNAS 	 pr^a:nas
DOVANĄ 	 d""o:vana:
PAMETĖ 	 p""am'et'E:
VIRBALAIS 	 v'i.r.bal^ais
IŽDŪRĖ 	 iZd""u:r'E:
SKYLES 	 s'k'i:l'""es
DĖDĖS 	 d'^E:d'E:s
ADVOKĄTAS 	 advOk^a:tas
PARGRYŽO 	 pa.r.'gr'^i:Zo:
METALINIS 	 m'etal'""in'is
IEŠMAS 	 ^ieSmas
UŽLINKO 	 uZ'l'i.^N.ko:
MŪSŪ 	 m""u:su:
PIETŪS 	 p'^ietu:s
LAUKE 	 l""auk'e
MOKINEI 	 mo:k'in'^ei
ŽIEDĖ 	 Z'^ied'E:
WW 	 ww
PUODUS 	 p""uodus
SKYSTIS 	 s'k'^i:s't'is
DEGUS 	 d'eg""us
PASIRODO 	 pas'ir""o:do:
LAUŽAS 	 l""auZas
NEDEGA 	 n'""ed'ega
SMARKEI 	 sma.^r.'k'ei
KOŠĖS 	 k^o:S'E:s
PUODE 	 p""uod'e
PALIKAU 	 pal'ik^au
VĖJAS 	 v'""E:jas
LAPUS 	 lap""us
PASKLEIDĖ 	 p""as'kl'eid'E:
TURBŪT 	 tu.r.b""u:t
NELAŠA 	 n'""elaSa
SKYSTIS 	 s'k'^i:s't'is
TAS 	 t""as
VAIKIS 	 v^aik'is
VĖPLA 	 v'""E:pla
TIKRAS 	 t'""ikras
PASKUTINĖS 	 paskut'""in'E:s
FĄZĖS 	 f^a:z'E:s
PALAUKSIM 	 pal""auks'i.m.
GALŪNĖS 	 gal""u:n'E:s
FUNKTSIJA 	 f""u.N.'kts'ija
GRAMĄTINĖ 	 gram^a:t'in'E:
BŪRIUS 	 bu:r'""ius
PERFORMUOTI 	 p'""e.r.fOrmuot'i
TURĖS 	 tur'^E:s
TETOS 	 t'et^o:s
ALGA 	 a.l.g""a
PRADINGO 	 prad'i.^N.go:
NORI 	 n""o:r'i
ŠALTŪ 	 Sa.l.t^u:
PYRĄGŪ 	 p'i:r^a:gu:
MAMA 	 mam""a
BALDUS 	 ba.l.d""us
TVARKO 	 tva.^r.ko:
TĖVAS 	 t'""E:vas
IEŠKO 	 ""ieSko:
ŠVARKO 	 Sva.^r.ko:
IŠĖJO 	 iS'^E:jo:
KIETAS 	 k'""ietas
PYRĄGAS 	 p'i:r^a:gas
KOPŪSTO 	 ko:p^u:sto:
DIEGAS 	 d'""iegas
IŽDYGO 	 iZ'd'""i:go:
JŪS 	 j""u:s
ENGETE 	 ""e.N.'g'et'e
VAIKUS 	 vaik""us
SŪNUS 	 su:n""us
LENKE 	 l'""e.N.'k'e:
PARSIVEŽĖ 	 pa.r.'s'""iv'eZ'E:
TĖVAS 	 t'""E:vas
NEVENGE 	 n'ev'""e.N.'g'e
ŠĄKĖS 	 S^a:k'E:s
IEŠKO 	 ""ieSko:
KEURO 	 k'""euro:
PUODO 	 p""uodo:
VISADA 	 v'isad""a
DŽEUDAVO 	 dZ'""eudavo:
SKALBINIUS 	 ska.^l.'b'in'ius
SŪNUS 	 su:n""us
YŽYMUS 	 i:Z'i:m""us
TĄPO 	 t^a:po:
BUVO 	 b""uvo:
TYKUS 	 t'i:k""us
PAVAKARYS 	 pavakar'^i:s
IŠAUGO 	 iS""augo:
DYGUS 	 d'i:g""us
KELMAS 	 k'""e.l.mas
TURĖS 	 tur'^E:s
IEŠKOTI 	 ieSk""o:t'i
UOGŪ 	 ""uogu:
VAIKAI 	 vaik^ai
KIETAI 	 k'iet^ai
SUMIGO 	 sum'""igo:
ALYVA 	 al'i:v""a
ŽIEDAIS 	 Z'ied^ais
APSIPYLĖ 	 ap's'ip'""i:l'E:
VIENAS 	 v'""ienas
NĄRAS 	 n^a:ras
PASKENDO 	 pas'k'e.^n.do:
ONOS 	 o:n^o:s
NORAS 	 n""o:ras
PATIKO 	 pat'""iko:
KALNUS 	 k""a.l.nus
PANŪDO 	 pan""u:do:
PAMATYTI 	 pamat'""i:t'i
PIRKTŪ 	 p'i.^r.ktu:
ŽĄLĄ 	 Z^a:la:
KARVE 	 k""a.r.'v'e:
PASYMKI 	 pas'i:^m.'k'i
MAŽAS 	 maZ""as
ĄDATAS 	 ^a:datas
MAMA 	 mam""a
ŽŪTI 	 Z""u:t'i
GALĖJO 	 gal'""E:jo:
MŪSŪ 	 m""u:su:
TEMPAS 	 t'e.^m.pas
LĖTAS 	 l'^E:tas
TĖVAS 	 t'""E:vas
REMDAVO 	 r'e.^m.davo:
SIENAS 	 s'""ienas
MAMA 	 mam""a
PUOŠE 	 p^uoS'e
KAMBARY 	 ka.^m.bar'i:
DĖDĖ 	 d'^E:d'E:
DUOBE 	 d^uob'e:
KĄSA 	 k^a:sa
TURBŪT 	 tu.r.b""u:t
VANDUO 	 va.n.d^uo
TEKA 	 t'^e:ka
ATITEKS 	 at'it'""eks
EIKLUS 	 eikl""us
ARKLYS 	 a.r.'kl'^i:s
KAIMYNUI 	 kaim'""i:nui
TEIKIU 	 t'eik'""iu
PAGALBĄ 	 pag""a.l.ba:
VISADA 	 v'isad""a
GEIDŽIU 	 g'eidZ'""iu
PINIGŪ 	 p'in'ig^u:
Y 	 ^i:
MAIŠĄ 	 m^aiSa:
KIMŠO 	 k'i.^m.So:
ŠIUKŠLES 	 S'iukS'l'""es
ARKLY 	 ""a.r.'kl'i:
BIMBALAS 	 b'i.^m.balas
UŠPUOLĖ 	 uSp""uol'E:
TĖVAS 	 t'""E:vas
ARKLY 	 ""a.r.'kl'i:
PARVEDĖ 	 pa.^r.'v'ed'E:
DIDELĖ 	 d'""id'el'E:
KARTIS 	 k""a.r.'t'is
NULŪŽO 	 nul""u:Zo:
NAUJĄ 	 n^auja:
GARVEŽY 	 g""a.r.'v'eZ'i:
PIRKO 	 p'i.^r.ko:
VIENAS 	 v'""ienas
DAGYS 	 dag'^i:s
PASILIKO 	 pas'il'""iko:
NIEKAS 	 n'^iekas
NEDARYS 	 n'edar'^i:s
TAIP 	 t^aip
RITOS 	 r'""ito:s
IŠVAIZDA 	 ""iSvaizda
PATIKO 	 pat'""iko:
VISAS 	 v'""isas
AUKSAS 	 ""auksas
LIKO 	 l'""iko:
JONO 	 j^o:no:
KAUKĖ 	 k""auk'E:
PATIKO 	 pat'""iko:
KATĖ 	 kat'^E:
GAUDO 	 g""audo:
PELE 	 p'^e:l'e:
VINIS 	 v'in'""is
KALKIME 	 k""a.l.'k'im'e
STIPREU 	 s't'ip'r'^eu
PETRAS 	 p'^e:tras
VALGĖ 	 v""a.l.'g'E:
TANKEI 	 t""a.N.'k'ei
DEKTINĖ 	 d'ekt'""in'E:
KENKĖ 	 k'e.^N.'k'E:
SVEIKĄTAI 	 s'v'eik^a:tai
VAIKAI 	 vaik^ai
DENGĖ 	 d'e.^N.'g'E:
STOGĄ 	 st""o:ga:
KELMUS 	 k'""e.l.mus
RITAU 	 r'it^au
SUNKEI 	 su.^N.'k'ei
PIRŠTUS 	 p'i.r.St""us
APRIŠU 	 ""ap'r'iSu
SKUDURU 	 sk""uduru
DRABUŽIUS 	 drabuZ'""ius
LOKYS 	 lo:k'^i:s
SUDRĄSKĖ 	 sudr^a:s'k'E:
IR 	 i.^r.
AŠ 	 ""aS
NELOŠEU 	 n'""elo:S'eu
KVAILIO 	 kv^ail'io:
TURBŪT 	 tu.r.b""u:t
SĄKALO 	 s^a:kalo:
PLUNKSNA 	 pl""u.N.ksna
VAIKAMS 	 vaik""a.m.s
LOGOPEDAS 	 lOgOp'""edas
PATIKO 	 pat'""iko:
PAGALVĖS 	 pag""a.l.'v'E:s
IMPILAS 	 i.^m.'p'ilas
APIPLYŠO 	 ap'ip'l'""i:So:
TETA 	 t'et""a
GIMDĖ 	 g'i.^m.'d'E:
SUNKEI 	 su.^N.'k'ei
VAIKUS 	 vaik""us
AISTRA 	 aistr""a
PRAŽUDĖ 	 praZ""ud'E:
GARSEI 	 ga.^r.'s'ei
SKAITAU 	 skait^au
KNYGĄ 	 kn'^i:ga:
GLEŽNI 	 gl'eZ'n'""i
DAIGAI 	 daig^ai
SUDYGO 	 sud'""i:go:
ILGAI 	 i.l.g^ai
TAIKAI 	 t""aikai
KAIMYNUS 	 kaim'""i:nus
KAŠKIENO 	 kaS'k'ien^o:
DOGAS 	 d""Ogas
ATKLYDO 	 at'kl'""i:do:
VAIKĄ 	 v^aika:
ŠOKAS 	 S""Okas
IŠTIKO 	 iS't'""iko:
MANO 	 m""ano:
BANDYMAS 	 ba.^n.'d'i:mas
PAVYKO 	 pav'^i:ko:
UŠKALBINO 	 uSk""a.l.'b'ino:
BEDANTE 	 b'eda.^n.'t'e:
SENE 	 s'^e:n'e:
DEKĄNAS 	 d'ek^a:nas
ASISTENTE 	 as'is't'e.^n.'t'e:
PASIKVIETĖ 	 pas'""ikv'iet'E:
MŪSŪ 	 m""u:su:
DIVIDENDAI 	 d'iv'id'e.^n.dai
DIDELI 	 d'id'el'""i
IEŠKOKI 	 ieSk""o:k'i
ILGŪ 	 i.l.g^u:
ŠAKŪ 	 Sak^u:
MAMA 	 mam""a
ŠILKU 	 S'i.l.k""u
PUOŠĖSI 	 p^uoS'E:s'i
NAMUOSE 	 namuos'""e
BILDUKAS 	 b'i.l.d""ukas
ATSIRĄDO 	 ats'ir^a:do:
DIDELIS 	 d'""id'el'is
BITYNAS 	 b'it'""i:nas
BUVO 	 b""uvo:
KAREI 	 kar'^ei
GROBIKUS 	 gro:b'ik""us
IŠVIJO 	 iS'v'""ijo:
DĖDĖS 	 d'^E:d'E:s
ARKLIŪ 	 a.r.'kl'^iu:
PASIGEDO 	 pas'ig'^e:do:
PIRKO 	 p'i.^r.ko:
KARČIŪ 	 ka.r.'tS'^iu:
PIPIRŪ 	 p'ip'""iru:
MANO 	 m""ano:
DARBELIS 	 da.r.'b'^e:l'is
PATIKO 	 pat'""iko:
VAIKAS 	 v^aikas
RUNKTIS 	 r""u.N.'kt'is
NORĖJO 	 no:r'""E:jo:
MŪSŪ 	 m""u:su:
PIRTIS 	 p'i.r.'t'""is
UŽKURTA 	 uZku.r.t""a
BUVO 	 b""uvo:
BIRŽELIO 	 b'i.r.'Z'^e:l'io:
PABAIGA 	 pabaig""a
TĖVAS 	 t'""E:vas
IRZLEI 	 i.r.'z'l'^ei
KALBĖJO 	 ka.l.'b'""E:jo:
PASIKVIESKI 	 pas'ikv'^ies'k'i
ARTIMĄ 	 a.^r.'t'ima:
DRAUGĄ 	 dr^auga:
TĖVO 	 t'""E:vo:
SARTIS 	 sa.^r.'t'is
PABĖGO 	 pab'""E:go:
VAIKŪ 	 vaik^u:
BARNIS 	 ba.^r.'n'is
YKYRĖJO 	 i:k'i:r'""E:jo:
TURBŪT 	 tu.r.b""u:t
ZUIKIS 	 z^uik'is
TUPI 	 t""up'i
DAŽNAI 	 daZn^ai
PAZURZA 	 paz""u.r.za
TĖVAS 	 t'""E:vas
DĖDĖ 	 d'^E:d'E:
ZARASIŠKIS 	 zaras'""iS'k'is
TURBŪT 	 tu.r.b""u:t
IŠ 	 ""iS
BAIMĖS 	 b""aim'E:s
ALPSTA 	 a.^l.psta
SŪNUS 	 su:n""us
DĖDĖ 	 d'^E:d'E:
KALTAS 	 ka.^l.tas
LIKO 	 l'""iko:
NAUJŪ 	 nauj^u:
BALDŪ 	 ba.^l.du:
PRĄŠO 	 pr^a:So:
VAIKAS 	 v^aikas
ADGAL 	 adga.^l.
PASUKO 	 pas""uko:
MAMA 	 mam""a
KUITINĖTIS 	 kuit'in'""E:t'is
NEBAIGE 	 n'eb^aig'e
TĖVAS 	 t'""E:vas
MUILU 	 muil""u
PATRYNĖ 	 pat'r'""i:n'E:
TĖVAS 	 t'""E:vas
KĄLA 	 k^a:la
STOGĄ 	 st""o:ga:
VISAS 	 v'""isas
KŪNAS 	 k""u:nas
RAUSTA 	 r^austa
TETOS 	 t'et^o:s
KOJOS 	 k""o:jo:s
TINSTA 	 t'""i.n.sta
JONAS 	 j^o:nas
RĄKTĄ 	 r^a:kta:
PAMETĖ 	 p""am'et'E:
MAŠINOS 	 maS'""ino:s
VĖŽĖ 	 v'E:Z'^E:
PLATI 	 plat'""i
TĖVAS 	 t'""E:vas
PAVĖŽĖS 	 pav'E:Z'^E:s
TAVE 	 tav'""e
TIK 	 t'""ik
VIENA 	 v'ien""a
GELSVĖ 	 g'e.^l.'s'v'E:
PRAŽYDO 	 praZ'""i:do:
MUMS 	 m""u.m.s
MOKYKLA 	 mo:k'i:kl""a
TOLI 	 to:l'""i
GREIT 	 gr'^eit
PAMOKA 	 pamo:k""a
PRABĖGO 	 prab'""E:go:
PAREIS 	 par'^eis
KAIMO 	 k""aimo:
KELIUKU 	 k'el'iuk""u
SUŽAVĖS 	 suZav'^E:s
MODERNUS 	 mOd'e.r.n""us
PĄSTATAS 	 p^a:statas
PABĖKS 	 pab'^E:ks
VENGDAMI 	 v'e.N.gdam'""i
KERŠTO 	 k'e.^r.Sto:
OBUOLIŪ 	 o:buol'^iu:
SULTYS 	 s""u.l.'t'i:s
ADGAIVINO 	 adgaiv'""ino:
VISUS 	 v'is""us
ANGLAS 	 ""a.N.glas
PASVEIKINO 	 pas'v'""eik'ino:
MIŠKAS 	 m'""iSkas
TANKUS 	 t""a.N.kus
PASIDĄRĖ 	 pas'id^a:r'E:
ŽVĄKĖS 	 Zv^a:k'E:s
DEGA 	 d'^e:ga
SILPNAI 	 s'i.l.pn^ai
ŠITAS 	 S'""itas
DYDIS 	 d'^i:d'is
TIKO 	 t'""iko:
VAIKAS 	 v^aikas
DĖŽE 	 d'^E:Z'e:
PAKĖLĖ 	 pak'""E:l'E:
RASOS 	 ras^o:s
ĄDRESAS 	 ^a:d'r'esas
PASIKEITĖ 	 pas'""ik'eit'E:
VAIKAMS 	 vaik""a.m.s
EMBLEMA 	 e.m.'b'l'em""a
PATIKO 	 pat'""iko:
MŪSŪ 	 m""u:su:
KEMPINĖ 	 k'e.m.'p'""in'E:
PRASTA 	 prast""a
KAIMYNO 	 kaim'""i:no:
ŽEMDIRBYS 	 Z'e.m.'d'i.r.'b'^i:s
ATVYKO 	 at'v'^i:ko:
NE 	 n'e
VISI 	 v'is'""i
TILPO 	 t'i.^l.po:
KAMBARY 	 ka.m.bar'^i:
NE 	 n'e
VISI 	 v'is'""i
TILBDAVO 	 t'i.^l.bdavo:
KAMBARY 	 ka.m.bar'^i:
TĖVAS 	 t'""E:vas
ENTUZIJĄSTAS 	 e.n.tuz'ij^a:stas
TIKRAS 	 t'""ikras
JŪSŪ 	 j""u:su:
SKENDUOLIUS 	 s'k'e.n.duol'""ius
RĄDO 	 r^a:do:
ŠUNS 	 Su.^n.s
ERZINTI 	 ""e.r.'z'i.n.'t'i
NEDERA 	 n'""ed'era
VIŠTOS 	 v'""iSto:s
ABDERGĖ 	 ab'd'""e.r.'g'E:
TAKUS 	 tak""us
GREIČEU 	 gr'eitS'^eu
PAŠERKIM 	 paS'""e.r.'k'i.m.
ŠUNIS 	 Sun'""is
SENAS 	 s'^e:nas
AUKURAS 	 ^aukuras
UŽGESO 	 uZ'g'^e:so:
NĄKTY 	 n^a:kt'i:
KAUKE 	 k^auk'e
ŠUO 	 S^uo
VAIKAI 	 vaik^ai
DAUŽO 	 d^auZo:
TVORĄ 	 tv^o:ra:
TURBŪT 	 tu.r.b""u:t
MATAU 	 mat^au
TĄKĄ 	 t^a:ka:
SUKNELĖS 	 sukn'^e:l'E:s
ILGIS 	 i.^l.'g'is
NETIKO 	 n'et'""iko:
PATIKO 	 pat'""iko:
SILKĖ 	 s'i.^l.'k'E:
SŪRI 	 su:r'""i
IŽGIRDO 	 iZ'g'i.^r.do:
BILDESY 	 b'i.^l.'d'es'i:
TĖVAI 	 t'E:v^ai
DARBO 	 d""a.r.bo:
BIRŽA 	 b'""i.r.Za
PASIŪLĖ 	 pas'""iu:l'E:
MANAU 	 man^au
SPIRTŪ 	 s'p'""i.r.tu:
KUMELĖ 	 kum'^e:l'E:
VAIKAI 	 vaik^ai
BRESTA 	 b'r'""e:sta
GREITAI 	 gr'^eitai
JONAS 	 j^o:nas
ANKŠTIS 	 ""a.N.'kS't'is
PADŽIOVĖ 	 padZ'""io:v'E:
SUAUGO 	 su""augo:
TANKI 	 t""a.N.'k'i
TVORA 	 tvo:r""a
VAIKAS 	 v^aikas
ARKA 	 ""a.r.ka
DŽEUGĖSI 	 dZ'^eug'E:s'i
PERKANDO 	 p'""e.r.ka.n.do:
KARTŪ 	 k""a.r.tu:
PIPIRĄ 	 p'ip'""ira:
NURIJO 	 nur'""ijo:
GARDŪ 	 g""a.r.du:
KĄSNY 	 k""a:s'n'i:
JONAS 	 j^o:nas
ILSĖTIS 	 i.l.'s'""E:t'is
NORI 	 n""o:r'i
PLAUKE 	 pl^auk'e
PILKI 	 p'i.l.'k'""i
DEBESYS 	 d'^e:b'es'i:s
VIENA 	 v'ien""a
DILGĖLĖ 	 d'i.l.'g'E:l'^E:
TELIKO 	 t'el'""iko:
VAIKĄ 	 v^aika:
DUNDULIS 	 du.n.d""ul'is
IŽGĄZDINO 	 iZg^a:z'd'ino:
NEPIRKSI 	 n'ep'i.^r.'ks'i
AŠTUNTŪ 	 aStu.n.t^u:
KNYGŪ 	 kn'^i:gu:
VAIKAS 	 v^aikas
GUDRUS 	 gudr""us
PASIRODO 	 pas'ir""o:do:
PALTUS 	 p""a.l.tus
DEGUTU 	 d'egut""u
SUTEPĖ 	 s""ut'ep'E:
DĖDĖ 	 d'^E:d'E:
SARGU 	 s""a.r.gu
PASITIKI 	 pas'""it'ik'i
TĖVO 	 t'""E:vo:
KUMŠČIO 	 k""u.m.'S'tS'io:
PRISIBIJO 	 p'r'is'ib'""ijo:
TROBOS 	 tro:b^o:s
VIDUS 	 v'id""us
PRĄSTAS 	 pr^a:stas
PETRAS 	 p'^e:tras
AVIDES 	 av'id'""es
TVARKO 	 tva.^r.ko:
TURBŪT 	 tu.r.b""u:t
AMPULĖ 	 ""a.m.pul'E:
SUSKILO 	 sus'k'""ilo:
MANE 	 man'""e
TAMSTA 	 t""a.m.sta
PAMIRŠAI 	 pam'i.r.S^ai
KAŠKĄ 	 kaSk^a:
BAMBA 	 b""a.m.ba
PO 	 p^o:
NOSIMI 	 n""o:s'im'i
PRADĖJO 	 prad'""E:jo:
TIMPČIOTI 	 t'""i.m.'p'tS'io:t'i
LŪPAS 	 l""u:pas
MIŠKAS 	 m'""iSkas
RETAS 	 r'^e:tas
TĄPO 	 t^a:po:
NAUJAS 	 n^aujas
RYTAS 	 r'""i:tas
WW 	 ww
AUŠTA 	 ^auSta
MANES 	 man'^e:s
PRAŠYTI 	 praS'""i:t'i
TURĖSI 	 tur'""E:s'i
TĖVAS 	 t'""E:vas
IRZLUS 	 i.r.zl""us
PASIDĄRĖ 	 pas'id^a:r'E:
PIGEI 	 p'ig'^ei
PIRKAI 	 p'i.r.k^ai
KNYGĄ 	 kn'^i:ga:
IEŠKO 	 ""ieSko:
DIRŽŪ 	 d'i.r.Z^u:
TĖVAS 	 t'""E:vas
TĖVAS 	 t'""E:vas
GODUS 	 go:d""us
TĄPO 	 t^a:po:
RITA 	 r'it""a
MAZGOTES 	 mazgo:t'""es
